Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities	Emblem Powers	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Hilda (Lv1)	S2	fe2-059.png	5	3	2	Queen	Female/Fire/Magic/Infantry	Staff A / Fire A / Thunder A / Wind A	Elfire			Child: Ishtar, Ishtore	Pursuit					House Friege	Hilda	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Bloom (Lv1)	S2	fe2-060.png	6	3	2	Baron	Male/Thunder/Magic/Infantry	Fire A / Thunder S / Wind A	Elthunder			Father: Reptor / Sister: Tailtiu / Child: Ishtar, Ishtore	Pavise		[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip.			House Friege	Bloom	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Sandima (Lv1)	S2	fe2-061.png	4	2	1	Dark Mage	Male/Dark/Magic/Infantry	Staff B / Dark B	Jormungand									Loptr Church	Sandima	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Ctuzof (Lv1)	S2	fe2-062.png	5	3	2	Dark Bishop	Male/Dark/Magic/Infantry	Staff A / Fire A / Thunder A / Wind A / Dark A	Jormungand				Pursuit					Loptr Church	Ctuzof	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Paladin (Lv1)	S2	fe2-063.png	4	2	2	Paladin 	Male/Soldier/Sword/Direct/Cavalry	Sword B / Lance B	Steel Sword						[Re-movement]: After an action, the unit can move again by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Forest Knight (Lv1)	S2	fe2-064.png	5	3	2	Forest Knight 	Male/Soldier/Sword/Direct/Cavalry	Sword A	Steel Sword						[Re-movement]: After an action, the unit can move again by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Duke Knight (Lv1)	S2	fe2-065.png	5	3	2	Duke Knight 	Male/Soldier/Lance/Direct/Cavalry	Lance A	Steel Lance						[Re-movement]: After an action, the unit can move again by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Great Knight (Lv1)	S2	fe2-066.png	5	3	2	Great Knight 	Male/Soldier/Axe/Direct/Cavalry	Axe A	Steel Axe						[Re-movement]: After an action, the unit can move again by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Bow Knight (Lv1)	S2	fe2-067.png	4	2	2	Bow Knight 	Male/Soldier/Bow/Indirect/Cavalry	Bow A	Steel Bow						[Re-movement]: After an action, the unit can move again by spending 1 energy chip.					<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Swordmaster (Lv1)	S2	fe2-068.png	4	3	2	Swordmaster 	Male/Soldier/Sword/Direct/Infantry	Sword A	Steel Sword				Pursuit							<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Warrior (Lv1)	S2	fe2-069.png	4	3	2	Warrior 	Male/Soldier/Axe/Direct/Infantry	Axe A / Bow B	Steel Axe											<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Forrest (Lv1)	S2	fe2-070.png	4	3	2	Forrest 	Male/Soldier/Sword/Direct/Infantry	Sword A	Steel Sword				Pursuit							<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Sniper (Lv1)	S2	fe2-071.png	4	2	2	Sniper 	Male/Soldier/Bow/Indirect/Infantry	Bow A	Steel Bow				Pursuit							<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Mage (Lv1)	S2	fe2-072.png	2	1	1	Mage 	Male/Soldier/Fire/Magic/Infantry	Fire C / Thunder C / Wind C	Fire											<s><l>Initial Equipment</l><f>/ccg-1</f></s>
Thunder Sword	S2	fe2-073.png	2	1			Weapon	Sword C									Instead of attacking, the unit with this card can use the magic [Thunder] by spending 1 energy chip.  [Thunder]: Attack: 2.  After [Thunder] is used, this card is removed ends.			
Wind Sword	S2	fe2-074.png	2	1			Weapon	Sword C									Instead of attacking, the unit with this card can use the magic [Wind] by spending 1 energy chip.  [Wind]: Attack: 2.  After [Wind] is used, this card is removed ends.			
Light Brand	S2	fe2-075.png	2	1			Weapon	Sword C									Instead of attacking, the unit with this card can use the magic [Lightning] by spending 2 energy chips.  [Lightning]: Attack: 3.  After [Lightning] is used, this card is removed ends.			
Earth Sword	S2	fe2-076.png	2	1			Weapon	Sword C									Instead of attacking, the unit with this card can use the magic [Nosferatu] by spending 2 energy chips.  [Nosferatu]: Attack: 3. Put a number of spent chips on the unit using this sword equal to the damage dealt to the enemy unit. After [Nosferatu] is used, this card is removed ends.			
Berserk Sword	S2	fe2-077.png	2	1			Weapon	Sword C									An enemy unit damaged by this weapon cannot counterattack and must attack an adjacent unit with its base attack power after the attacking unit finishes its action. The target of the attack is determined by player of the unit that recieved the damage. If there is no adjacent unit, this effect is negated. If damage is dealt using this weapon, this card is removed.			
Prayer Sword	S2	fe2-078.png	2	1			Weapon	Sword C									When fighting using this weapon, you can spend 1 energy chip to reduce the damage of 1 attack or counterattack to 0. However, it does not negate the effects of status aliments (sleep, berserk, etc.). This weapon can only be used by female units (name in pink). After using this effect, this card is removed.			
Barrier Sword	S2	fe2-079.png	2	1			Weapon	Sword C									When attacked or counterattacked by magic, you can spend 1~3 chips from the unused chip pile to reduce the damage by that amount. After using this effect, this card is removed.			
Wing Clipper	S2	fe2-080.png	2	1			Weapon	Sword C									If you deal damage to a flying unit, the damage is increased by +1.			
Thief Sword	S2	fe2-081.png	2	1			Weapon	Sword C									Your opponent moves chips from his unused chip pile to the used chip pile equal to the damage inflicted x3. This card is removed after using this effect.			
Shield Sword	S2	fe2-082.png	2	1			Weapon	Sword C									When attacked or counterattacked by a weapon (Sword/Lance/Axe/Bow) while using this weapon, the damage recieved from that attack/counterattack is reduced by -1. After using this effect, this card is removed.			
Slim Sword	S2	fe2-083.png	1	1			Weapon	Sword C									You cannot use the Surprise card "Nihil (Skill)" against attacks and counterattacks with this weapon.			
Slim Lance	S2	fe2-084.png	1	1			Weapon	Lance C									You cannot use the Surprise card "Nihil (Skill)" against attacks and counterattacks with this weapon.			
Bolganone	S2	fe2-085.png	3	4			Magic	Fire A									This card is removed after the attack ends.			
Thoron	S2	fe2-086.png	3	4			Magic	Thunder A									This card is removed after the attack ends.			
Tornado	S2	fe2-087.png	3	4			Magic	Wind A									This card is removed after the attack ends.			
Nosferatu	S2	fe2-088.png	3	3			Magic	Light A									Put a number of spent chips on the unit using this magic equal to the damage dealt to the enemy unit. However, you cannot put more than its maximum energy on the unit. This card is removed after the attack ends.			
Aura	S2	fe2-089.png	4	5			Magic	Light A									This card is removed after the attack ends.			
Hel	S2	fe2-090.png	3	4			Magic	Dark B									This card is removed after the attack ends.			
Physic Staff	S2	fe2-091.png	3	2			Magic	Staff B									Heal 1 of your army's unit. Place 2 chip from the used or unused chip pile on the target unit. However, the number of chips on that unit cannot exceed its maximum energy. This card is removed after recovery.			
Mend Staff	S2	fe2-092.png	2	2			Magic	Staff C									Heal 1 of your army's unit. Place 2 chip from the used or unused chip pile on the target unit. However, the number of chips on that unit cannot exceed its maximum energy. This card is removed after recovery.			
Return Staff	S2	fe2-093.png	1				Magic	Staff C									Move 1 target unit of your army to one of your sortie squares. Even if the target unit has a status ailment (Sleep, Silence, etc.), it can still be used as a target for this card. This card is removed after use.			
Warp Staff	S2	fe2-094.png	2				Magic	Staff B									Return 1 target unit of your army to the hand. Chips that were on that unit become used chips. Also, cards attached to the target unit are removed. Even if the target unit has a status ailment (Sleep, Silence, etc.), it can still be used as a target for this card. This card is removed after use.			
Rescue Staff	S2	fe2-095.png	3				Magic	Staff A									Move 1 target unit of your army to either the left or right square of the unit that used this staff. Even if the target unit has a status ailment (Sleep, Silence, etc.), it can still be used as a target for this card. This card is removed after use.			
Berserk Staff	S2	fe2-096.png	3				Magic	Staff B									The target enemy unit must attack an adjacent unit with its base attack power after the action of the unit using this staff ends. The target of the attack is determined by player of the unit targeted by this staff. If there is no adjacent unit, this effect is negated. This card is removed after use.			
Luna (Skill)	S2	fe2-097.png	2				Surprise									When declaring an attack	After attacking, you do not recieve a counterattack. This card cannot be used when counterattacking. If Holyn uses this skill, the chip cost is reduced by -1.			
Accost (Skill)	S2	fe2-098.png	3				Surprise									When declaring an attack	Deal +2 damage. This card cannot be used when counterattacking. If Beowolf uses this skill, the chip cost is reduced by -1.			
Critical (Skill)	S2	fe2-099.png	1				Surprise									When declaring an attack	Deal double damage. Weapon triangle compatibility is determined after doubling. This card cannot be used when counterattacking. If Noish uses this skill, the chip cost is reduced to 0			
Continue (Skill)	S2	fe2-100.png	1				Surprise									When declaring an attack	Attack twice in a row. Each attack consumes energy and cannot attack if you do not have enough chips required for the attack. The weapon triangle compatibility is determed after each attack. After attacking twice, the opponent counterattacks. If Jamke uses this skill, the chip cost is reduced to 0			
Sol (Skill)	S2	fe2-101.png	2				Surprise									When declaring an attack	You can put a number of spent chips on your attacking unit equal to the damage dealt to the enemy unit. However, you cannot put more than its maximum energy on that unit. This card cannot be used when counterattacking. If Dew uses this skill, the chip cost is reduced by -1.			
Wrath (Skill)	S2	fe2-102.png	1				Surprise									When declaring an attack	When the attacking unit has only 1 energy chip, it can deal double the base attack damage without spending any energy chips. Weapon triangle compatibility is determined after doubling. This card cannot be used when counterattacking. If Tailtiu uses this skill, the chip cost is reduced to 0.			
Item Shop	S2	fe2-103.png	1				Surprise									Anytime	You can attach 1 Weapon or Magic card from your hand to a unit of your army.			
Pawn Shop	S2	fe2-104.png	1				Surprise									Anytime	Return 1 Weapon or Magic card attached to a target unit of your army to your hand. However, you cannot return a Surprise card with "Broken" in its name or a "Vanished Tome" to your opponent's hand.			
Storehouse	S2	fe2-105.png	4				Surprise									At the beginning of the Draw Step	Return any number of cards from your hand to the deck. Afterwards, shuffle the deck and draw cards equal to the number of cards returned.			
Fortune Teller	S2	fe2-106.png	1+X (X<=5)				Surprise									At the beginning of the Draw Step	Look at the top X cards from your deck. Return the cards back ontop of your deck in any order you want.			
Sibling's Bond (Relationships)	S2	fe2-107.png	2				Surprise									When a unit recieves damage	If the target unit has a brother or sister unit of your army in its row, you may remove any number of chips from the target unit that would be removed from the brother (sister) instead. At that time, the units do not have to be adjacent to each other.			
Parent-Child Love (Relationships)	S2	fe2-108.png	2				Surprise									When declaring an attack	If the target unit has a parent (or child) unit in the same column as the target unit, the damage dealt by the target is increased by +2. At that time, the units do not have to be adjacent to each other.			
Beneath our countries flag (Relationships)	S2	fe2-109.png	3				Surprise									At the beginning of the Invasion Phase	Until the end of the turn, units of the specified country consume -1 energy per combat.			
Breakup	S2	fe2-110.png	1				Surprise									When the target Surprise card is used	Negate the effect of a Surprise card with "(Relationships)" in the name or "Oifey", "Lewyn" or "Shannan" that was used immediately before.			
Revolution	S2	fe2-111.png	3				Surprise									Anytime	From the time this card is used until the end of the turn, the weapon triangle compatibility is not determined in battle.			
Reinforcements	S2	fe2-112.png	2				Surprise									At the beginning of the target unit's Action Step	Instead of acting with the target unit that has "Leadership", you can put it in the standby state and place a generic unit on the square immediately behind the target unit in a stanby state with 1 chip from you hand. (Generic = Unit card with the word "Soldier" in its Type column)			
Ambush	S2	fe2-113.png	2				Surprise									Anytime	A generic unit can be placed in a standby state from your hand in one of your sortie squares. (Generic unit = Unit card with the word "Soldier" in its Type column)			
Bragi Prayer	S2	fe2-114.png	3				Surprise									Your National Power Phase	Remove 1 of your priest-type units from the field, and draw cards up to the number of chips on that unit.  Priest-type: Priest, High Priest, Bishop			
Supply Corps	S2	fe2-115.png	1				Surprise									Your own National Power Phase	You can remove 1 unit of your army and put chips that were placed on it ontop of any of your units. You may place chips on more than one unit.			
Secret Agreement	S2	fe2-116.png	X (X is the maximum energy of the target unit)				Surprise									At the beginning of your own Sortie Step	Cannot be used unless there are 3 or more enemy units on the field. Place 1 unit with the same name as the target enemy unit from your hand in one of your sortie squares. The target enemy unit is returned to the hand. The chips on that unit are moved to the used chip pile and the cards attached to it are removed. This card cannot be used against generic units. Also, you cannot deploy any other units in the Sortie Step in which this card was used. (Generic unit = Unit card with the word "Soldier" in its Type column)			
Critical Hit	S2	fe2-117.png	2				Surprise									When declaring an attack	When the target unit deals damage with its base attack power only, no energy chips are consumed.			
Miss	S2	fe2-118.png	2				Surprise									At the beginning of an enemy counterattack	If the target unit has dealt damage during the attack, it will not recieve a counterattack from enemy unit.			
Penetrate	S2	fe2-119.png	2				Surprise									When declaring an attack or counterattack	Enemy units targeted by this card cannot use [Skill]s during the battle.			
Supporting allies	S2	fe2-120.png	1				Surprise									At the beginning of the target unit's Action Step	All energy chips required to attack are consumed from an adjancent allied unit.			
Attack on a castle	S2	fe2-121.png	4				Surprise									Your own Invasion Phase	If there are 2 or more enemy units in the opponent's sortie square, deal damage to 1 of them equal to the base attack power of a flying unit from your hand. The flying unit used is removed. However, units with [Seize] cannot be used.			
Garrison	S2	fe2-122.png	3				Surprise									Your own Invasion Phase	Deal damage to enemy units in your sortie square equal to the base attack power of an armor unit from your hand. The armor unit used is removed. However, units with [Seize] cannot be used.  Armor: Sword Armor / Armor / Axe Armor / Bow Armor / General / Baron / Emperor			
Book of Spirits	S2	fe2-123.png	1				Surprise									National Power Phase	Can be attached to units with a magic-type weapon, or whose equipment level is [Fire], [Thunder], [Wind], [Light] or [Dark], and increase the target units maximum energy by +3 until the end of the turn.			
Gate Key (Key)	S2	fe2-124.png	2				Surprise									Anytime	Remove 1 Land card placed on the field with the word "Castle" in its name. 			
Bridge Key (Key)	S2	fe2-125.png	2				Surprise									Anytime	Remove 1 Land card placed on the field with the word "Bridge" in its name. 			
Return Ring	S2	fe2-126.png	2				Surprise									National Power Phase	Target unit of your army moves to one of your sortie squares.			
Speed Ring	S2	fe2-127.png	3				Surprise									When the target of an opponent's attack is declared	The target unit can counterattack before being attacked. After that, it cannot counterattack if is attacked by the enemy unit.			
Barrier Ring	S2	fe2-128.png	1~3				Surprise									When you recieve magic damage	The magic damage is reduced by the number of chips used.			
Leg Ring	S2	fe2-129.png	2				Surprise									Invasion Phase	Gives the target unit flight-based movement range until the end of the turn.			
Recover Ring	S2	fe2-130.png	3				Surprise									Anytime	You can put any number of chips from the unused chip pile on the target unit. However, you cannot put more than its maximum energy on that unit.			
Stone Bridge	S2	fe2-131.png	2				Land										Units on this land can only be attacked from the same column. They may attack units outside the column, but they will recieve counterattacks. If a thief-type unit is on this land, it can remove this Land card instead of acting. This card is not affected by "Terrain destruction" and cannot be targeted by any Surprise cards except "(Key)" cards. Also, only 1 can be placed by your army.			
Drawbridge	S2	fe2-132.png	3				Land										Only thief-type units can invade this land. If a thief unit is on this land, it can remove this Land card instead of acting. This card is not affected by "Terrain destruction" and cannot be targeted by any Surprise cards except "(Key)" cards. Also, only 1 can be placed by your army.			
Road	S2	fe2-133.png	2				Land										Units on this land do not have to spend chips to use [Re-movement].			
Castle Outskirts	S2	fe2-134.png	3				Land										Cavalry and flying units cannot invade this land. This card is not affected by "Terrain destruction" and cannot be targeted by any Surprise cards except "(Key)" cards. Also, only 1 can be placed by your army.			
Castle Gate	S2	fe2-135.png	4				Land										Enemy units cannot invade this land. This card is not affected by "Terrain destruction" and cannot be targeted by any Surprise cards except "(Key)" cards. Also, only 1 can be placed by your army.			
Castle Wall	S2	fe2-136.png	4				Land										Non-infantry/direct attack units cannot invade this land. If a thief-type unit is on this land, it can remove this Land card instead of acting. This card is not affected by "Terrain destruction" and cannot be targeted by any Surprise cards except "(Key)" cards. Also, only 1 can be placed by your army.			
Kingdom of Leonster (Nation)	S2	fe2-137.png	2				Land										Land cards with the same name as this card cannot be placed in the same row. All units belonging to this nation have their maximum energy increased by +1 for each of this land card placed on the field. Only units belonging to this nation can place this land card.			
Kingdom of Silesse (Nation)	S2	fe2-138.png	2				Land										Land cards with the same name as this card cannot be placed in the same row. All units belonging to this nation have their maximum energy increased by +1 for each of this land card placed on the field. Only units belonging to this nation can place this land card.			
Kingdom of Verdane (Nation)	S2	fe2-139.png	2				Land										Land cards with the same name as this card cannot be placed in the same row. All units belonging to this nation have their maximum energy increased by +1 for each of this land card placed on the field. Only units belonging to this nation can place this land card.			
Kingdom of Isaach (Nation)	S2	fe2-140.png	2				Land										Land cards with the same name as this card cannot be placed in the same row. All units belonging to this nation have their maximum energy increased by +1 for each of this land card placed on the field. Only units belonging to this nation can place this land card.			
Seliph (Lv20)	S3	fe3-001.png	8	3	2	Knight Lord	Male/Sword/Direct/Cavalry	Sword S / Lance B	Steel Sword	3		Father: Sigurd / Mother: Deirdre	Pursuit, Nihil (consumed chips -1)		[Class Change]: Can be put into play when "Seliph" deals "attack damage" to an enemy unit. / [Seize]: You win the game when this unit enters an enemy sortie square. When this unit withdraws, all of your units retreat 1 square. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Chalphy	Celice	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Lex (Lv20)	S3	fe3-002.png	8	3	2	Great Knight 	Male/Axe/Direct/Cavalry	Axe A	Steel Axe			Father: Lombard / Brother: Danann	Vantage (consumed chips -1)		[Class Change]: Can be put into play when "Lex" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Dozel	Lex	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Azelle (Lv20)	S3	fe3-003.png	6	2	2	Mage Knight	Male/Fire/Magic/Cavalry	Sword B / Fire A / Thunder B / Wind B	Elfire			Brother: Arvis	Pursuit (consumed chips -1)		[Class Change]: Can be put into play when "Azelle" deals "attack damage" to an enemy unit. / [Re-mounting]: After an action, the unit can move again by spending 2 energy chips. / [Training]: Return this card from your hand to the deck and draw 1.			House Velthomer	Azel	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Edain (Lv20)	S3	fe3-004.png	7	3		High Priest	Female/Staff/Recovery/Infantry	Staff A / Fire C / Thunder C / Wind C	Physic Staff			Brother: Andrew / Sister: Brigid / Child: Lester, Lana			[Class Change]: Can be put into play when "Edain" uses a "Staff" magic card. / [Healing]: You can use unused or used chips to heal. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			House Jungby	Adean	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Lachesis (Lv20)	S3	fe3-005.png	7	3	2	Master Knight	Female/Sword/Direct/Cavalry	Sword A / Lance A / Axe A / Staff A	Steel Sword			Brother: Eldigan / Child: Diarmuid, Nanna	Pursuit (consumed chips -1)		[Class Change]: Can be put into play when "Lachesis" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Nordion	Rackesis	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Ayra (Lv20)	S3	fe3-006.png	7	4	2	Swordmaster	Female/Sword/Direct/Infantry	Sword A	Steel Blade			Child: Scathach, Larcei	Pursuit, Continue, Nihil, Astra (consumed chips -1)		[Class Change]: Can be put into play when "Ayra" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Isaach	Ira	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Ethlyn (Lv20)	S3	fe3-007.png	6	2	2	Paladin	Female/Sword/Direct/Cavalry	Sword A / Lance C / Staff C	Steel Sword			Father: Byron / Brother: Sigurd / Child: Altena, Leif	Critical (consumed chips -1)		[Class Change]: Can be put into play when "Ethlyn" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Leonster	Ethlin	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Jamke (Lv20)	S3	fe3-008.png	6	3	1	Sniper	Male/Bow/Indirect/Infantry	Bow A	Steel Bow			Brother: Gandolf, Kinbaith	Pursuit, Continue, Accost (consumed chips -1)		[Class Change]: Can be put into play when "Jamke" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Verdane	Jamka	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Lewyn (Lv20)	S3	fe3-009.png	7	2	1	Sage	Male/Wind/Magic/Infantry	Staff B / Fire B / Thunder B / Wind S / Light B	Elwind				Continue, Critical (consumed chips -1)		[Class Change]: Can be put into play when "Lewyn" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Silesse	Levn	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Midir (Lv20)	S3	fe3-010.png	7	2	2	Bow Knight	Male/Bow/Indirect/Cavalry	Bow A	Steel Bow				Pursuit, Accost (consumed chips -1)		[Class Change]: Can be put into play when "Midir" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Jungby	Midayle	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Alec (Lv20)	S3	fe3-011.png	7	3	2	Paladin	Male/Sword/Direct/Cavalry	Sword B / Lance B	Steel Sword				Pursuit, Nihil (consumed chips -1)		[Class Change]: Can be put into play when "Alec" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Chalphy	Alec	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Arden (Lv20)	S3	fe3-012.png	9	3	2	General	Male/Sword/Direct/Infantry	Sword A / Lance A / Axe B / Bow B	Steel Sword				Pavise, Vantage (consumed chips -1)		[Class Change]: Can be put into play when "Arden" deals "attack damage" to an enemy unit. / [Sturdy]: The damage taken by counterattacks is reduced by -2. / [Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Chalphy	Arden	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Noish (Lv20)	S3	fe3-013.png	7	3	2	Paladin	Male/Sword/Direct/Cavalry	Sword B / Lance B	Steel Sword				Critical, Accost (consumed chips -1)		[Class Change]: Can be put into play when "Noish" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Chalphy	Noish	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Erinys (Lv20)	S3	fe3-014.png	7	2	2	Falcon Knight	Female/Lance/Direct/Flying	Sword A / Lance A / Staff C	Iron Lance			Sister: Annand / Child: Ced, Fee	Pursuit, Continue (consumed chips -1)		[Class Change]: Can be put into play when "Erinys" deals "attack damage" to an enemy unit. / [Re-flight]: After an action, the unit can move again without spending energy chips. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Silesse	Ferry	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Beowolf (Lv20)	S3	fe3-015.png	8	3	2	Forest Knight 	Male/Sword/Direct/Cavalry	Sword A	Steel Sword				Pursuit, Continue, Accost (consumed chips -1)		[Class Change]: Can be put into play when "Beowolf" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.				Beowolf	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Dew (Lv20)	S3	fe3-016.png	5	2	2	Thief Fighter	Male/Sword/Direct/Infantry	Sword A	Iron Sword				Pursuit, Sol (consumed chips -1)		[Class Change]: Can be put into play when "Dew" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Take over]: If the attack is successful, the enemy's unused chips equal to the amount of damage dealt are made into used chips, and the same number of your used chips are made into unused chips. / [Training]: Return this card from your hand to the deck and draw 1.				Dew	<s><l>Initial Equipment</l><f>/ccg-2</f></s>
Holyn (Lv20)	S3	fe3-017.png	7	4	2	Forrest	Male/Sword/Direct/Infantry	Sword A	Steel Blade				Pursuit, Luna (consumed chips -1)		[Class Change]: Can be put into play when "Holyn" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.				Holyn	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Leif (Lv20)	S3	fe3-018.png	7	3	2	Master Knight	Male/Sword/Direct/Cavalry	Sword A / Lance A / Axe A / Bow A	Steel Sword			Father: Quan / Mother: Ethlyn / Sister: Altena	Pursuit, Continue, Critical (consumed chips -1)		[Class Change]: Can be put into play when "Leif" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Leonster	Leaf	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Ares (Lv20)	S3	fe3-019.png	7	3	2	Paladin	Male/Sword/Direct/Cavalry	Sword S / Lance B	Steel Sword			Father: Eldigan	Pursuit, Continue, Vantage (consumed chips -1)		[Class Change]: Can be put into play when "Ares" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Nordion	Aless	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Altena (Lv20)	S3	fe3-020.png	8	3	2	Dragon Master	Female/Lance/Direct/Flying	Sword A / Lance S	Steel Lance			Father: Quan / Mother: Ethlyn / Brother: Leif	Pursuit, Continue, Critical (consumed chips -1)		[Class Change]: Can be put into play when "Altena" deals "attack damage" to an enemy unit. / [Re-flight]: After an action, the unit can move again without spending energy chips. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Leonster	Altenna	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Johan (Lv20)	S3	fe3-021.png	8	3	2	Great Knight 	Male/Axe/Direct/Cavalry	Axe A	Steel Axe			Father: Danann / Brother: Brian, Johalvier	Vantage (consumed chips -1)		[Class Change]: Can be put into play when "Johan" deals "attack damage" to an enemy unit. / [Re-movement]: After an action, the unit can move again by spending 1 energy chip. / [Training]: Return this card from your hand to the deck and draw 1.			House Dozel	Johan	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Johalvier (Lv20)	S3	fe3-022.png	7	4	2	Warrior	Male/Axe/Direct/Infantry	Axe A / Bow B	Steel Axe			Father: Danann / Brother: Brian, Johan	Accost (consumed chips -1)		[Class Change]: Can be put into play when "Johalvier" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			House Dozel	Johalva	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
Julia (Lv20)	S3	fe3-023.png	6	3	1	Sage	Female/Light/Magic/Infantry	Staff B / Fire A / Thunder B / Wind B / Light S	Lightning			Father: Arvis / Mother: Deirdre / Brother: Julius	Pursuit, Continue, Nihil (consumed chips -1)		[Class Change]: Can be put into play when "Julia" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			Grannvale Empire	Yuria	<s><l>Initial Equipment</l><f>/ccg-3</f></s>
Scathach (Lv20)	S3	fe3-024.png	7	4	2	Forrest	Male/Sword/Direct/Infantry	Sword A	Steel Blade			Mother: Ayra / Sister: Larcei	Pursuit, Nihil, Astra (consumed chips -1)		[Class Change]: Can be put into play when "Scathach" deals "attack damage" to an enemy unit. / [Skilled]: +1 damage dealt. / [Training]: Return this card from your hand to the deck and draw 1.			Kingdom of Isaach	Skasaher	<s><l>Initial Equipment</l><f>/ccg-4</f></s>
